rank,venue,address,borough,type,website,status,date_contacted,booking_contact,notes
172,The Wolfhound,39-16 30th Ave,Queens (Astoria),FIT,https://www.thewolfhoundnyc.com,,,info@thewolfhoundnyc.com,Irish pub with live music.
173,The Quays,45-02 30th Ave,Queens (Astoria),FIT,https://www.thequaysnyc.com,,,info@thequaysnyc.com,Irish pub with traditional music sessions.
174,Rockaway Brewing Company,46-01 5th St,Queens (Long Island City),FIT,https://www.rockawaybrewco.com,,,events@rockawaybrewco.com,Brewery with live music events.
175,LIC Bar,45-58 Vernon Blvd,Queens (Long Island City),FIT,https://www.licbar.com,,,info@licbar.com,Long Island City neighborhood bar. Live music.
176,The Court Square Diner,45-25 Jackson Ave,Queens (Long Island City),FIT,https://www.courtsquarediner.com,,,info@courtsquarediner.com,Diner/bar with occasional live music.
177,The Creek and The Cave,10-93 Jackson Ave,Queens (Long Island City),FIT,https://www.creeklic.com,,,booking@creeklic.com,Comedy/music venue. Live performances.
178,The Pencil Factory,122 West St,Brooklyn (Greenpoint),FIT,https://www.thepencillfactory.com,,,info@thepencillfactory.com,Bar with live music. Roots/rock focus.
179,The Lot Radio,17 Nassau Ave,Brooklyn (Greenpoint),FIT,https://www.thelotradio.com,,,info@thelotradio.com,Radio station/bar. Live DJ sets and music.
180,Pete's Candy Store,709 Lorimer St,Brooklyn (Williamsburg),FIT,https://www.petescandystore.com,,,info@petescandystore.com,Intimate back room. Free music series.
181,The Way Station,413 Vanderbilt Ave,Brooklyn (Prospect Heights),FIT,https://www.thewaystationbk.com,,,info@thewaystationbk.com,Geeky bar with live music. Solo/duo friendly.
182,Barbès,376 9th St,Brooklyn (Park Slope),FIT,https://www.barbesbrooklyn.com,,,booking@barbesbrooklyn.com,World music/blues bar. Send streamable link.
183,Union Pool,484 Union Ave,Brooklyn (Williamsburg),FIT,https://www.unionpool.com,,,info@unionpool.com,Rock/indie venue with bar. Trio/full band.
184,The Bell House,149 7th St,Brooklyn (Gowanus),FIT,https://www.thebellhouseny.com,,,info@thebellhouseny.com,Brooklyn live music venue. Two rooms.
185,Music Hall of Williamsburg,66 N 6th St,Brooklyn (Williamsburg),FIT,https://www.musichallofwilliamsburg.com,,,booking@musichallofwilliamsburg.com,Major venue. National acts.
186,Baby's All Right,146 Broadway,Brooklyn (Williamsburg),FIT,https://www.babysallright.com,,,booking@babysallright.com,Indie venue/restaurant. Eclectic bookings.
187,Rough Trade NYC,64 N 9th St,Brooklyn (Williamsburg),FIT,https://www.roughtradenyc.com,,,events@roughtradenyc.com,Record store/venue. Live performances.
188,The Knitting Factory,361 Metropolitan Ave,Brooklyn (Williamsburg),FIT,https://www.knittingfactory.com,,,booking@knittingfactory.com,Multi-genre venue. Live music nightly.
189,Brooklyn Bowl,61 Wythe Ave,Brooklyn (Williamsburg),FIT,https://www.brooklynbowl.com,,,booking@brooklynbowl.com,Bowling alley/venue. Live music and events.
190,Output,74 Wythe Ave,Brooklyn (Williamsburg),CLOSED,,,,,"CLOSED - Was electronic music venue."
191,Glasslands Gallery,289 Kent Ave,Brooklyn (Williamsburg),CLOSED,,,,,"CLOSED - Former DIY venue."
192,Death by Audio,49 S 2nd St,Brooklyn (Williamsburg),CLOSED,,,,,"CLOSED - Former DIY venue."
193,The Gutter,200 N 14th St,Brooklyn (Williamsburg),FIT,https://www.thegutterbrooklyn.com,,,booking@thegutterbrooklyn.com,Bowling alley/bar. Live music occasionally.
194,Santos Party House,96 Lafayette St,Manhattan (Chinatown),CLOSED,,,,,"CLOSED - Was multi-level venue."
195,The Delancey,168 Delancey St,Manhattan (Lower East Side),FIT,https://www.thedelancey.com,,,booking@thedelancey.com,Three-level venue. Live music on roof.
196,Rockwood Music Hall,196 Allen St,Manhattan (Lower East Side),FIT,https://www.rockwoodmusichall.com,,,info@rockwoodmusichall.com,Three stages. Stage 3 best for one-man shows.
197,The Living Room,154 Ludlow St,Manhattan (Lower East Side),CLOSED,,,,,"CLOSED - Was singer-songwriter venue. Reopened elsewhere?"
198,Pianos,158 Ludlow St,Manhattan (Lower East Side),FIT,https://www.pianosnyc.com,,,booking@pianosnyc.com,Multi-stage indie room. Cosmic Ray played here.
199,Arlene's Grocery,95 Stanton St,Manhattan (Lower East Side),FIT,https://www.arlenesgrocery.com,,,info@arlenesgrocery.net,Live music venue. Rock/indie focus.
200,The Bitter End,147 Bleecker St,Manhattan (Greenwich Village),FIT,https://www.bitterend.com,,,info@bitterend.com,Iconic live room. Info@ for booking.
